2010 Federal Election Polling Places [Event:15508 Phase:FinalResults Generated:2013-01-22T15:06:18 Cycle:109e02bb-5f15-4808-984f-b47255b191fb Created:2013-01-22T14:55:43 Environment:PROD Site:PARKES Server:NTR01 Version:6.0.10.10009]
State,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceTypeID,PollingPlaceNm,PremisesNm,PremisesAddress1,PremisesAddress2,PremisesAddress3,PremisesSuburb,PremisesStateAb,PremisesPostCode,Latitude,Longitude
ACT,101,Canberra,8829,1,Barton,Telopea Park School,New South Wales Cres,,,BARTON,ACT,2600,-35.315100,149.135000
ACT,101,Canberra,11877,1,Bonython,Bonython Primary School,Hurtle Ave,,,BONYTHON,ACT,2905,-35.431800,149.083000
ACT,101,Canberra,11452,1,Calwell,Calwell High School,Casey Cres,,,CALWELL,ACT,2905,-35.440600,149.116000
ACT,101,Canberra,8794,1,Canberra Hospital,The Canberra Hospital,Building 2 Level 2,,,GARRAN,ACT,2605,-35.345300,149.099000
ACT,101,Canberra,8761,1,Chapman,Chapman Primary School,Perry Dr,,,CHAPMAN,ACT,2611,-35.356400,149.042000
ACT,101,Canberra,8763,1,Chisholm,Caroline Chisholm School,Hambidge Cres,,,CHISHOLM,ACT,2905,-35.418900,149.123000
ACT,101,Canberra,58708,5,City CANBERRA PPVC,68 Northbourne Ave,,,,CANBERRA CITY,ACT,2601,,
ACT,101,Canberra,31298,1,Conder,Charles Conder Primary School,Tom Roberts Ave,,,CONDER,ACT,2906,-35.464900,149.098000
ACT,101,Canberra,8764,1,Curtin,Curtin Primary School,Theodore St,,,CURTIN,ACT,2605,-35.331700,149.080000
ACT,101,Canberra,8766,1,Deakin,CGGS Junior School,Grey St,,,DEAKIN,ACT,2600,-35.312500,149.111000
ACT,101,Canberra,30092,5,Divisional Office (PREPOLL),Divisional Office,1st Floor,8-10 Hobart Pl,,CANBERRA CITY,ACT,2601,-35.279099,149.126404
ACT,101,Canberra,8767,1,Duffy,Duffy Primary School,Burrinjuck Cres,,,DUFFY,ACT,2611,-35.334700,149.032000
ACT,101,Canberra,8768,1,Fadden,Fadden Primary School,Hanlon Cres,,,FADDEN,ACT,2904,-35.404400,149.118000
ACT,101,Canberra,8769,1,Farrer,Farrer Primary School,Lambrigg St,,,FARRER,ACT,2607,-35.379000,149.107000
ACT,101,Canberra,8771,1,Gilmore,Gilmore Primary School,Heagney Cres,,,GILMORE,ACT,2905,-35.414700,149.133000
ACT,101,Canberra,12072,1,Gordon,Gordon Primary School,Knoke St,,,GORDON,ACT,2906,-35.455500,149.087000
ACT,101,Canberra,8772,1,Gowrie,Gowrie Primary School,Jeffries St,,,GOWRIE,ACT,2904,-35.413600,149.111000
ACT,101,Canberra,8817,1,Griffith,St Edmund's College,Canberra Ave,,,GRIFFITH,ACT,2603,-35.322200,149.145000
ACT,101,Canberra,8773,1,Holder,St Jude's Primary School,Mulley St,,,HOLDER,ACT,2611,-35.334800,149.050000
ACT,101,Canberra,8774,1,Hughes,Hughes Primary School,Kent St,,,HUGHES,ACT,2605,-35.331300,149.094000
ACT,101,Canberra,8884,1,Isabella Plains,Isabella Plains Early Childhood School,Ellerston Ave,,,ISABELLA PLAINS,ACT,2905,-35.428700,149.089000
ACT,101,Canberra,8776,1,Kambah North,Taylor Primary School,Marconi Cres,,,KAMBAH,ACT,2902,-35.378400,149.065000
ACT,101,Canberra,8777,1,Kambah South,Urambi Primary School,Snodgrass Cres,,,KAMBAH,ACT,2902,-35.394400,149.063000
ACT,101,Canberra,8778,1,Kambah West,St Thomas the Apostle School,Boddington Cres,,,KAMBAH,ACT,2902,-35.380600,149.053000
ACT,101,Canberra,8779,1,Lyons,Lyons Early childhood School,Tarraleah Cres,,,LYONS,ACT,2606,-35.342000,149.076000
ACT,101,Canberra,8780,1,Mawson,Mawson Primary School,Ainsworth St,,,MAWSON,ACT,2607,-35.358500,149.097000
ACT,101,Canberra,8781,1,Monash,Monash Primary School,Corlette Cres,,,MONASH,ACT,2904,-35.415100,149.089000
ACT,101,Canberra,8782,1,Narrabundah,Narrabundah Early Childhood School,Kootara Cres,,,NARRABUNDAH,ACT,2604,-35.328600,149.150000
ACT,101,Canberra,32706,5,Norfolk Island PPVC,Administrator's Office,New Military Barracks,,,NORFOLK ISLAND,NSW,2899,-29.032270,167.952160
ACT,101,Canberra,8783,1,Oaks Estate,Oaks Estate Community Hall,William St,,,OAKS ESTATE,ACT,2620,-35.342400,149.231000
ACT,101,Canberra,8784,1,Pearce,Melrose High School,Marr St,,,PEARCE,ACT,2607,-35.363700,149.089000
ACT,101,Canberra,58809,4,Prison Mobile Team 1,Alexander Maconachie Centre,10400 Monaro Hwy,,,HUME,ACT,2620,,
ACT,101,Canberra,8785,1,Red Hill,Red Hill School,Astrolabe St,,,RED HILL,ACT,2603,-35.339500,149.133000
ACT,101,Canberra,8786,1,Richardson,Richardson Primary School,May Gibbs Cl,,,RICHARDSON,ACT,2905,-35.428700,149.114000
ACT,101,Canberra,32712,2,Special Hospital Team 1,Multiple sites,,,,,ACT,,,
ACT,101,Canberra,58810,2,Special Hospital Team 2,Multiple sites,,,,,ACT,,,
ACT,101,Canberra,58811,2,Special Hospital Team 3,Multiple sites,,,,,ACT,,,
ACT,101,Canberra,46425,1,Stirling,Canberra College Weston Campus,71 Fremantle Dr,,,STIRLING,ACT,2611,-35.348700,149.049000
ACT,101,Canberra,8788,1,Tharwa,Tharwa Community Hall,North St,,,THARWA,ACT,2620,-35.508800,149.068000
ACT,101,Canberra,11878,1,Theodore,Theodore Primary School,Lawrence Wackett Cres,,,THEODORE,ACT,2905,-35.447700,149.124000
ACT,101,Canberra,32704,5,Tuggeranong PPVC,The Salvation Army,Cnr Anketell & Reed Sts,,,TUGGERANONG,ACT,2620,-35.416790,149.068670
ACT,101,Canberra,8790,1,Wanniassa,Wanniassa Senior Campus,Wheeler Cres,,,WANNIASSA,ACT,2903,-35.394700,149.086000
ACT,101,Canberra,8791,1,Wanniassa Hills,Wanniassa Hills Primary School,Langdon Ave,,,WANNIASSA,ACT,2903,-35.392000,149.096000
ACT,101,Canberra,8792,1,Waramanga,Arawang Primary School,Nemarang Cres,,,WARAMANGA,ACT,2611,-35.355000,149.060000
ACT,101,Canberra,8793,1,Weston,Weston Creek Community Centre,Parkinson St,,,WESTON,ACT,2611,-35.341200,149.054000
ACT,101,Canberra,32705,5,Woden PPVC,The Smith Family,Cnr Launceston and Easty Sts,,,PHILLIP,ACT,2606,-35.341400,149.089050
ACT,101,Canberra,8840,1,Yarralumla,Yarralumla Primary School,Loftus St,,,YARRALUMLA,ACT,2600,-35.306900,149.103000
ACT,102,Fraser,8801,1,Ainslie North,North Ainslie Primary School,Sherbrooke St,,,AINSLIE,ACT,2602,-35.254300,149.147000
ACT,102,Fraser,8804,1,Ainslie South,Ainslie Pre-school,Baker Gdns,,,AINSLIE,ACT,2602,-35.267910,149.144640
ACT,102,Fraser,38197,1,Amaroo,Amaroo School,Katherine Ave,,,AMAROO,ACT,2914,-35.165300,149.129000
