Provisional list of polling places released at beginning of election,,,,,,,,,,,,
State,DivisionNm,DivisionID,PollingPlaceNm,PremisesNm,PremisesAddress1,PremisesAddress2,PremisesAddress3,PremisesSuburb,PremisesStateAb,PremisesPostcode,Latitude,Longitude
NSW,Paterson,249,East Maitland,East Maitland Public School,32 William St,,,EAST MAITLAND,NSW,2323,-32.749,151.585
NSW,Paterson,249,East Maitland Central,Maitland High School,32 High St,,,EAST MAITLAND,NSW,2323,-32.7474,151.597
NSW,Paterson,249,East Maitland South,Living Hope Maitland Church of Christ,1 Garnett Rd,,,EAST MAITLAND,NSW,2323,-32.75975677,151.5912794
NSW,Paterson,249,Fern Bay,Fern Bay Community Hall,8 Vardon Rd,,,FERN BAY,NSW,2295,-32.87178463,151.7956582
NSW,Paterson,249,Gillieston Heights,Gillieston Heights Community Hub,cnr Redwood Dr & Pine St,,,GILLIESTON HEIGHTS,NSW,2321,-32.76466923,151.5309181
NSW,Paterson,249,Kurri Kurri,Kurri Kurri Public School,202 Lang St,,,KURRI KURRI,NSW,2327,-32.82109253,151.4781476
NSW,Paterson,249,Kurri Kurri North,Kurri Kurri High School,11 Deakin St,,,KURRI KURRI,NSW,2327,-32.8101304,151.4862892
NSW,Paterson,249,Lemon Tree Passage,Club Lemon Tree,2-16 Gould Dr,,,LEMON TREE PASSAGE,NSW,2319,-32.73315066,152.0337299
NSW,Paterson,249,Lochinvar,St Patricks Primary School,114 Gregory Rd,,,LOCHINVAR,NSW,2321,-32.70114,151.4573
NSW,Paterson,249,Maitland,Maitland Police Citizens Youth Club,3 James St,,,MAITLAND,NSW,2320,-32.73655485,151.5617489
NSW,Paterson,249,Medowie,Medowie Public School,15 Ferodale Rd,,,MEDOWIE,NSW,2318,-32.7392331,151.8543005
NSW,Paterson,249,Metford,Metford Public School,13 Melaleuca Dr,,,METFORD,NSW,2323,-32.765054,151.6127219
NSW,Paterson,249,Millers Forest,Millers Forest Public School,54 Martins Wharf Rd,,,MILLERS FOREST,NSW,2324,-32.75851214,151.703447
NSW,Paterson,249,Morpeth,Morpeth Uniting Church,98 High St,,,MORPETH,NSW,2321,-32.7262,151.627
NSW,Paterson,249,Nelson Bay,Baptist  Church Hall,19 Government Rd,,,NELSON BAY,NSW,2315,-32.7213801,152.1402061
NSW,Paterson,249,Nelson Bay Central,PCYC Port Stephens - Nelson Bay,7 Austral St, ,,NELSON BAY,NSW,2315,-32.72125,152.15387
NSW,Paterson,249,Pelaw Main,Pelaw Main Public School,6 Abermain St,,,PELAW MAIN,NSW,2327,-32.8316,151.48454
NSW,Paterson,249,Raymond Terrace,Raymond Terrace Public School,cnr Swan St & Adelaide St,,,RAYMOND TERRACE,NSW,2324,-32.76637,151.74086
NSW,Paterson,249,Raymond Terrace Central,St Brigid's  Primary School,52 Irrawang St,,,RAYMOND TERRACE,NSW,2324,-32.76458,151.74654
NSW,Paterson,249,Raymond Terrace East,Irrawang High School,80 Mount Hall Rd,,,RAYMOND TERRACE,NSW,2324,-32.76152079,151.7668547
NSW,Paterson,249,Raymond Terrace North,Irrawang Public School,21 Geer St, ,,RAYMOND TERRACE,NSW,2324,-32.75858003,151.7567659
NSW,Paterson,249,Rutherford,St Paul's Parish Hall,14 Young St,,,RUTHERFORD,NSW,2320,-32.72089015,151.5302173
NSW,Paterson,249,Rutherford North,Rutherford Technology High School,30 Avery St, ,,RUTHERFORD,NSW,2320,-32.71087,151.53049
NSW,Paterson,249,Rutherford West,Playtime Preschool Rutherford,75 Regiment Rd,,,RUTHERFORD,NSW,2320,-32.719979,151.515193
NSW,Paterson,249,Salamander,Tomaree Education Centre,169 Salamander Way,,,SALAMANDER BAY,NSW,2317,-32.73586151,152.1121837
NSW,Paterson,249,Salamander Bay,Salamander Bay Social & Welfare Club,14 Foreshore Dr,,,SALAMANDER BAY,NSW,2317,-32.7238803,152.0799315
NSW,Paterson,249,Salt Ash,Salt Ash Public School,4 Salt Ash Ave,,,SALT ASH,NSW,2318,-32.78802,151.904
NSW,Paterson,249,Shoal Bay,Shoal Bay Public School,61 Rigney St,,,SHOAL BAY,NSW,2315,-32.72877272,152.1739234
NSW,Paterson,249,Soldiers Point,Soldiers Point Public School,39 Cromarty Rd,,,SOLDIERS POINT,NSW,2317,-32.70959,152.0645
NSW,Paterson,249,Somerset,"St Michaels Anglican Church, Thornton",32 Government Rd,,,THORNTON,NSW,2322,-32.77890964,151.6419499
NSW,Paterson,249,Sydney (Paterson),,,,,,,,,
NSW,Paterson,249,Tanilba Bay,Tanilba Bay Public School,1A King Albert Ave,,,TANILBA BAY,NSW,2319,-32.72896,152.00435
NSW,Paterson,249,Tarro,Tarro Community Hall,2A Northern Ave,,,TARRO,NSW,2322,-32.8101242,151.6628354
NSW,Paterson,249,Telarah,Telarah Public School,23-35 Raymond St,,,TELARAH,NSW,2320,-32.72583626,151.5328651
NSW,Paterson,249,Tenambit,Tenambit Public School,13 Edward St,,,TENAMBIT,NSW,2323,-32.7422,151.6055
NSW,Paterson,249,Thornton,Thornton Public School,28 Government Rd,,,THORNTON,NSW,2322,-32.77975,151.64138
NSW,Paterson,249,Weston,Weston Civic Centre,30 Second St,,,WESTON,NSW,2326,-32.81323,151.45953
NSW,Paterson,249,Williamtown,Williamtown Public Hall,2 Sandeman St,,,WILLIAMTOWN,NSW,2318,-32.809193,151.84594
NSW,Paterson,249,Wirreanda Medowie,Wirreanda Public School,43 Brocklesby Rd,,,MEDOWIE,NSW,2318,-32.7439223,151.8769867
NSW,Paterson,249,Woodberry,Woodberry Public School,Lawson Ave,,,WOODBERRY,NSW,2322,-32.7917662,151.6701543
NSW,Reid,144,Abbotsford,Abbotsford Public School,350 Great North Rd,,,ABBOTSFORD,NSW,2046,-33.85257905,151.1303605
NSW,Reid,144,Abbotsford East,Chiswick Community Centre,Blackwall Point Rd,,,CHISWICK,NSW,2046,-33.85120857,151.1360873
NSW,Reid,144,Ashfield North (Reid),St John's Anglican Church,81 Alt St,,,ASHFIELD,NSW,2131,-33.8813621,151.127984
NSW,Reid,144,Breakfast Point,St Patrick's Catholic Church,33 Gale St,,,CONCORD,NSW,2137,-33.8463803,151.1074328
NSW,Reid,144,Burwood,Burwood Public School,1 Conder St,,,BURWOOD,NSW,2134,-33.87696669,151.0994843
NSW,Reid,144,Burwood East,Burwood Girls High School,95 Queen St,,,CROYDON,NSW,2132,-33.87529458,151.1130265
NSW,Reid,144,Burwood Park,Burwood Park Community Centre,Rear of 2B Comer St,,,BURWOOD,NSW,2134,-33.87198,151.10402
NSW,Reid,144,Central Sydney (Reid),TAFE NSW Ultimo Campus,2-10 Mary Ann St,,,ULTIMO,NSW,2007,-33.88149062,151.1977579
NSW,Reid,144,Chiswick,St Andrews Anglican Church,cnr Bay Rd & Sibbick St,,,RUSSELL LEA,NSW,2046,-33.8541,151.139
NSW,Reid,144,Concord,Sydney Cheil Church,7 Sydney St,,,CONCORD,NSW,2137,-33.864,151.0945
NSW,Reid,144,Concord City,Concord Community Church,26 Bent St,,,CONCORD,NSW,2137,-33.8545749,151.103993
NSW,Reid,144,Concord East,Concord Public School,cnr Burwood Rd & Stanley St,,,CONCORD,NSW,2137,-33.8634,151.107
NSW,Reid,144,Concord North,Concord West Public School,345 Queen St,,,CONCORD WEST,NSW,2138,-33.83955839,151.0872979
NSW,Reid,144,Concord West,Concord West Uniting Church,310 Concord Rd,,,CONCORD WEST,NSW,2138,-33.84550921,151.0891839
NSW,Reid,144,Croydon (Reid),Malvern Hill Uniting Church,1 Malvern Ave,,,CROYDON,NSW,2132,-33.8837794,151.1103434
NSW,Reid,144,Croydon North,Croydon Public School,39 Young St,,,CROYDON,NSW,2132,-33.88017948,151.1148801
NSW,Reid,144,Croydon South (Reid),St James Anglican Church,2 Highbury St,,,CROYDON,NSW,2132,-33.8871,151.114511
NSW,Reid,144,Drummoyne,Drummoyne Public School,Rawson Ave,,,DRUMMOYNE,NSW,2047,-33.8561,151.153
NSW,Reid,144,Drummoyne East,Drummoyne Community Of Christ,7A Wrights Rd,,,DRUMMOYNE,NSW,2047,-33.8499,151.154
NSW,Reid,144,Drummoyne North,Canada Bay Civic Hall,1A Marlborough St,,,DRUMMOYNE,NSW,2047,-33.85151651,151.1529579
NSW,Reid,144,Enfield (Reid),Enfield Public School,34A Beaumaris St,,,ENFIELD,NSW,2136,-33.8885936,151.0945146
NSW,Reid,144,Five Dock,Five Dock Public School,13/33 Henry St,,,FIVE DOCK,NSW,2046,-33.86646233,151.127559
NSW,Reid,144,Five Dock Central,Domremy College,121 First Ave,,,FIVE DOCK,NSW,2046,-33.86883222,151.1339706
NSW,Reid,144,Five Dock East,Drummoyne Municipality Senior Citizens Club,422 Lyons Rd,,,FIVE DOCK,NSW,2046,-33.8630818,151.132813
NSW,Reid,144,Flemington,Homebush West Public School,20 Exeter Rd,,,HOMEBUSH WEST,NSW,2140,-33.8664555,151.0666962
NSW,Reid,144,Homebush,Homebush Public School,Rochester St,,,HOMEBUSH,NSW,2140,-33.8673591,151.0851029
NSW,Reid,144,Homebush North,Our Lady of the Asumption,1A Hamilton St,,,NORTH STRATHFIELD,NSW,2137,-33.85957046,151.0875747
NSW,Reid,144,Lidcombe (Reid),Lidcombe Public School Hall,1 Mills St,,,LIDCOMBE,NSW,2141,-33.860353,151.046971
NSW,Reid,144,Lidcombe South (Reid),St Stephen's Anglican Church Hall,2 Taylor St,,,LIDCOMBE,NSW,2141,-33.86516419,151.0446267
NSW,Reid,144,Mortlake,Mortlake Public School,Brays Rd,,,CONCORD,NSW,2137,-33.8495,151.104
NSW,Reid,144,Newington,Newington Public School,Newington Blvd,,,NEWINGTON,NSW,2127,-33.84111519,151.055216
NSW,Reid,144,Newington North,Newington Community Centre,cnr Avenue of Europe & Avenue of,Asia,,NEWINGTON,NSW,2127,-33.8332966,151.0570939
NSW,Reid,144,Rhodes,Rhodes Community Centre,63 Blaxland Rd,,,RHODES,NSW,2138,-33.82676056,151.0886201
NSW,Reid,144,Russell Lea,Russell Lea Public School,3 Whittall St,,,RUSSELL LEA,NSW,2046,-33.86147897,151.1429175
NSW,Reid,144,Silverwater (Reid),Auburn North Public School,100 Adderley St,,,AUBURN,NSW,2144,-33.84164421,151.0385114
NSW,Reid,144,Strathfield,Strathfield Girls High School,116 Albert Rd,,,STRATHFIELD,NSW,2135,-33.87378557,151.0845564
NSW,Reid,144,Strathfield Central,Chalmers Road School,23 Chalmers Rd,,,STRATHFIELD,NSW,2135,-33.8795903,151.0818069
NSW,Reid,144,Strathfield North,Strathfield North Public School,Cumming Ave,,,CONCORD WEST,NSW,2138,-33.8548,151.092
NSW,Reid,144,Strathfield South (Reid),Strathfield South Public School,457 Liverpool Rd,,,STRATHFIELD,NSW,2135,-33.89175789,151.0846889
NSW,Reid,144,Strathfield West,St Johns Anglican Church,93 Newton Rd,,,STRATHFIELD,NSW,2135,-33.87692109,151.0704407
NSW,Reid,144,Sydney (Reid),,,,,,,,,
NSW,Reid,144,Sydney (Reid),York Events ,Lvl 2 95-99 York St,,,SYDNEY,NSW,2000,-33.87014175,151.2058079
NSW,Reid,144,Wentworth Point,Pulse Function Centre,9 The Crescent,,,WENTWORTH POINT,NSW,2127,-33.83087063,151.0742368
NSW,Reid,144,Wentworth Point North,Wentworth Point Public School,3-7 Burroway Rd,,,WENTWORTH POINT,NSW,2127,-33.8236976,151.0815957
NSW,Richmond,145,Ballina,Ballina Coast High School,57 Cherry St,,,BALLINA,NSW,2478,-28.86658515,153.5650177
NSW,Richmond,145,Ballina East,Southern Cross Public School,2-40 Chickiba Dr,,,EAST BALLINA,NSW,2478,-28.850835,153.5869075
NSW,Richmond,145,Ballina North,Richmond Christian College,7 Gallans Rd,,,BALLINA,NSW,2478,-28.84721961,153.54413
NSW,Richmond,145,Ballina West,Emmanuel Anglican College,62 Horizon Dr,,,WEST BALLINA,NSW,2478,-28.86275189,153.5301748
NSW,Richmond,145,Bangalow,Bangalow Public School,45 Byron St,,,BANGALOW,NSW,2479,-28.6855397,153.5257394
NSW,Richmond,145,Banora Point,Centaur Primary School,1 Eucalyptus Dr,,,BANORA POINT,NSW,2486,-28.2159811,153.5262101
NSW,Richmond,145,Banora Point North,St Joseph's College Banora Point,2 Doyle Dr,,,BANORA POINT,NSW,2486,-28.2102248,153.5364813
NSW,Richmond,145,Banora Point South,Banora Point Public School,97 Pioneer Pde,,,BANORA POINT,NSW,2486,-28.2225,153.545
NSW,Richmond,145,Banora Point West,Banora Point High School,2 Eucalyptus Dr,,,BANORA POINT,NSW,2486,-28.215881,153.5254489
NSW,Richmond,145,Bilambil,Bilambil Public School,418 Bilambil Rd,,,BILAMBIL,NSW,2486,-28.22363244,153.4683967
NSW,Richmond,145,Billinudgel,Billi Lids Long Day Care Centre,cnr Wilfred St & The Tunnel Rd,,,BILLINUDGEL,NSW,2483,-28.5045,153.525
NSW,Richmond,145,Bogangar,Bogangar Public School,123 Tweed Coast Rd,,,BOGANGAR,NSW,2488,-28.33813144,153.5720507
NSW,Richmond,145,Brunswick Heads,Brunswick Heads Public School,12 Fingal St,,,BRUNSWICK HEADS,NSW,2483,-28.541239,153.550842
NSW,Richmond,145,Burringbar,Burringbar School of Arts Hall,1 Old Pacific Hwy,,,BURRINGBAR,NSW,2483,-28.4342627,153.4735297
NSW,Richmond,145,Byron Bay,Byron Bay Public School,17 Kingsley St,,,BYRON BAY,NSW,2481,-28.6475,153.614
NSW,Richmond,145,Byron Bay South,Byron Bay High School,2 Arakwal Ct,,,BYRON BAY,NSW,2481,-28.66757942,153.6161388
NSW,Richmond,145,Casuarina,Casuarina Hockey Club,1 Barclay Dr,,,CASUARINA,NSW,2487,-28.30355127,153.5699535
NSW,Richmond,145,Chillingham,Chillingham Hall,cnr Satinwood Place & Numinbah Rd,,,CHILLINGHAM,NSW,2484,-28.314739,153.279536
NSW,Richmond,145,Chinderah,Smiley Tots,65 Wommin Bay Rd,,,CHINDERAH,NSW,2487,-28.23782114,153.5572905
NSW,Richmond,145,Condong,,,,,,,,,
NSW,Richmond,145,Coorabell,Coorabell Hall,565 Coolamon Scenic Dr,,,COORABELL,NSW,2479,-28.62863131,153.4930231
NSW,Richmond,145,Crabbes Creek,Crabbes Creek Community Hall,29 Crabbes Creek Rd,,,CRABBES CREEK,NSW,2483,-28.45636051,153.4956754
NSW,Richmond,145,Crystal Creek,Crystal Creek Public School,813 Numinbah Rd,,,CRYSTAL CREEK,NSW,2484,-28.31202687,153.3258155
NSW,Richmond,145,Dungay,Dungay Public School,305 Tomewin Rd,,,DUNGAY,NSW,2484,-28.28923883,153.3825423
NSW,Richmond,145,Durrumbul,Durrumbul Public School,27 Durrumbul Rd,,,MAIN ARM,NSW,2482,-28.52283418,153.4445558
NSW,Richmond,145,Eureka,Eureka Public School,438 Eureka Rd,,,EUREKA,NSW,2480,-28.6878,153.439
NSW,Richmond,145,Ewingsdale,Cape Byron Rudolf Steiner School,216 Balraith La,,,EWINGSDALE,NSW,2481,-28.655369,153.5676872
NSW,Richmond,145,Federal,Jasper Corner Federal Hall,466 Federal Dr,,,FEDERAL,NSW,2480,-28.650302,153.4550773
NSW,Richmond,145,Fernleigh,Fernleigh Public School,451 Fernleigh Rd,,,FERNLEIGH,NSW,2479,-28.76761721,153.4985928
NSW,Richmond,145,Hastings Point,North Star Holiday Resort,1 Tweed Coast Rd,,,HASTINGS POINT,NSW,2489,-28.35536525,153.5697292
NSW,Richmond,145,Kingscliff,St Anthony's Primary School,23 Boomerang St,,,KINGSCLIFF,NSW,2487,-28.25749694,153.5761002
NSW,Richmond,145,Kingscliff South,Kingscliff TAFE,806 Cudgen Rd,,,KINGSCLIFF,NSW,2487,-28.26479542,153.5697397
NSW,Richmond,145,Lennox Head,Lennox Head Public School,25 Byron St,,,LENNOX HEAD,NSW,2478,-28.7943,153.591
NSW,Richmond,145,Mullumbimby,St John's Primary School Hall,11 Murwillumbah Rd,,,MULLUMBIMBY,NSW,2482,-28.54802737,153.4966187
NSW,Richmond,145,Mullumbimby South,Mullumbimby Civic Memorial Hall,55 Dalley St,,,MULLUMBIMBY,NSW,2482,-28.55171555,153.499529
NSW,Richmond,145,Murwillumbah,Murwillumbah Public School,Prince Street,,,MURWILLUMBAH,NSW,2484,-28.3297405,153.3912957
NSW,Richmond,145,Murwillumbah East,Murwillumbah East Public School,45 George St,,,MURWILLUMBAH,NSW,2484,-28.32089216,153.4052951
NSW,Richmond,145,Murwillumbah West,Wollumbin High School,94 North Arm Rd,,,MURWILLUMBAH,NSW,2484,-28.33352401,153.3626348
NSW,Richmond,145,Newrybar,Newrybar Public School,10 Broken Head Rd,,,NEWRYBAR,NSW,2479,-28.71755092,153.5329648
NSW,Richmond,145,Ocean Shores,Ocean Shores Community Centre,55 Rajah Rd,,,OCEAN SHORES,NSW,2483,-28.5251248,153.5456567
NSW,Richmond,145,Ocean Shores North,Ocean Shores Public School,166 Shara Blvd,,,OCEAN SHORES,NSW,2483,-28.49121231,153.540341
NSW,Richmond,145,Pottsville,St Ambrose Primary School,1 Charles St,,,POTTSVILLE,NSW,2489,-28.3929654,153.5625286
NSW,Richmond,145,Pottsville Beach,Pottsville Beach Public School,85 Tweed Coast Rd,,,POTTSVILLE,NSW,2489,-28.3776,153.568
NSW,Richmond,145,Skennars Head,Xavier Catholic College,Xavier College,2 Redford Dr,,SKENNARS HEAD,NSW,2478,-28.8296854,153.6001072
NSW,Richmond,145,Stokers Siding,Stokers Siding Public School,246 Stokers Rd,,,STOKERS SIDING,NSW,2484,-28.39376635,153.4043624
NSW,Richmond,145,Suffolk Park,Suffolk Park Community Hall,cnr Clifford & Alcorn St,,,SUFFOLK PARK,NSW,2481,-28.69111198,153.6129289
NSW,Richmond,145,Sydney (Richmond),,,,,,,,,
NSW,Richmond,145,Terranora,Terranora Public School,650 Terranora Rd,,,TERRANORA,NSW,2486,-28.2407,153.498
NSW,Richmond,145,Tintenbar,Teven-Tintenbar Public School,28 Fredericks La,,,TINTENBAR,NSW,2478,-28.794984,153.5006459
NSW,Richmond,145,Tumbulgum,Tumbulgum Hall,cnr Riverside Dr & Government Rd,,,TUMBULGUM,NSW,2490,-28.27726536,153.461245
NSW,Richmond,145,Tweed Heads,Tweed Heads Public School,1-5 Stuart St,,,TWEED HEADS,NSW,2485,-28.1695795,153.5421435
NSW,Richmond,145,Tweed Heads Central,St Cuthbert's Anglican Church,13 Powell St,,,TWEED HEADS,NSW,2485,-28.1765566,153.5439264
NSW,Richmond,145,Tweed Heads South,Tweed Heads South Public School,10 Heffron St,,,TWEED HEADS SOUTH,NSW,2486,-28.19505,153.53938
NSW,Richmond,145,Tweed Heads West,Seagulls Club - Office Space Ground Floor,54-68 Gollan Dr,,,TWEED HEADS WEST,NSW,2485,-28.19759,153.50588
NSW,Richmond,145,Tyalgum,Tyalgum Public School,2 Coolman St,,,TYALGUM,NSW,2484,-28.3544596,153.2045364
NSW,Richmond,145,Uki,Uki Public School,1463 Kyogle Rd,,,UKI,NSW,2484,-28.41478104,153.3347477
NSW,Richmond,145,Wilsons Creek,Wilsons Creek Community Hall,728 Wilsons Creek Rd,,,WILSONS CREEK,NSW,2482,-28.5714812,153.4255172
NSW,Riverina,250,Alectown,Soldiers Memorial Hall,36 Goobang St,,,ALECTOWN,NSW,2870,-32.9328,148.24
NSW,Riverina,250,Ardlethan,Ardlethan CWA Hall,35 Warri St,,,ARDLETHAN,NSW,2665,-34.35676806,146.9023485
NSW,Riverina,250,Ariah Park,Ariah Park Central School,1 Harrison St,,,ARIAH PARK,NSW,2665,-34.34733981,147.2181978
NSW,Riverina,250,Ashmont,Ashmont Public School,23 Bardia St,,,ASHMONT,NSW,2650,-35.12444516,147.3328057
NSW,Riverina,250,Barmedman,Barmedman Public School,Robertson St,,,BARMEDMAN,NSW,2668,-34.14696363,147.3851706
NSW,Riverina,250,Bedgerabong,Bedgerabong Public School,7 Bedgerabong Rd,,,BEDGERABONG,NSW,2871,-33.36145142,147.6786296
NSW,Riverina,250,Billimari,Billimari Public Hall,60 Logan St,,,BILLIMARI,NSW,2804,-33.6809,148.616
NSW,Riverina,250,Bogan Gate,Bogan Gate Public School,5-9 Bogan St,,,BOGAN GATE,NSW,2876,-33.10494883,147.7978431
NSW,Riverina,250,Bribbaree,Bribbaree Memorial Hall,15 Weedallion St,,,BRIBBAREE,NSW,2594,-34.12002909,147.8781486
NSW,Riverina,250,Caragabal,Caragabal Public School,4 Marsden St,,,CARAGABAL,NSW,2810,-33.84514,147.74451
NSW,Riverina,250,Charles Sturt University,Joyes Hall,286 Pine Gully Rd,,,CHARLES STURT UNIVERSITY,NSW,2678,-35.0552876,147.3481267
NSW,Riverina,250,Collingullie,Collingullie Soldiers Memorial Hall,14 Urana St,,,COLLINGULLIE,NSW,2650,-35.0890378,147.1288173
NSW,Riverina,250,Coolac,Coolac Memorial Hall,431 Coolac Rd,,,COOLAC,NSW,2727,-34.92866968,148.16595
NSW,Riverina,250,Coolamon,Coolamon Central School,75 Methul St,,,COOLAMON,NSW,2701,-34.8119518,147.2013729
NSW,Riverina,250,Cootamundra,Cootamundra Public School,9 Cooper St,,,COOTAMUNDRA,NSW,2590,-34.63502139,148.0292907
NSW,Riverina,250,Cootamundra West,Cootamundra High School,22 Poole St,,,COOTAMUNDRA,NSW,2590,-34.63469895,148.0194705
NSW,Riverina,250,Cowra,Cowra Public School,27 Vaux St,,,COWRA,NSW,2794,-33.83772267,148.6916318
NSW,Riverina,250,Cowra North,Mulyan Public School,88-94 Lachlan St,,,COWRA,NSW,2794,-33.82276842,148.688061
NSW,Riverina,250,Cowra West,Cowra West Tennis Club,1 Grenfell Rd,,,COWRA,NSW,2794,-33.834389,148.680836
NSW,Riverina,250,Euberta,Euberta Public Hall,1543 Old Narrandera Rd,,,EUBERTA,NSW,2650,-35.05922817,147.1948194
NSW,Riverina,250,Forbes,Forbes Town Hall  - Static,2 Court St,,,FORBES,NSW,2871,-33.38573113,148.007851
NSW,Riverina,250,Forbes North,Forbes High School,18 Wyndham Ave,,,FORBES,NSW,2871,-33.36458806,148.0113503
NSW,Riverina,250,Forbes South,Forbes Tennis Club,2-20 Church St,,,FORBES,NSW,2871,-33.39187347,148.0125742
NSW,Riverina,250,Forest Hill,Forest Hill Public School,3450 Sturt Hwy,,,FOREST HILL,NSW,2651,-35.14807572,147.467051
NSW,Riverina,250,Ganmain,Ganmain Hall,88 Ford St,,,GANMAIN,NSW,2702,-34.79304243,147.0389144
NSW,Riverina,250,Glenfield Park,Glenfield Park Scout Hall - Static,59 Dalman Pkwy,,,GLENFIELD PARK,NSW,2650,-35.1393251,147.331376
NSW,Riverina,250,Gooloogong,Gooloogong War Memorial Hall,50 Main St,,,GOOLOOGONG,NSW,2805,-33.61418118,148.4334161
NSW,Riverina,250,Greenethorpe,Greenethorpe Soldiers Memorial Hall,1 Louth St,,,GREENETHORPE,NSW,2809,-33.9952,148.405
NSW,Riverina,250,Grenfell,Grenfell Uniting Church Hall,10 Camp St,,,GRENFELL,NSW,2810,-33.8945,148.155
NSW,Riverina,250,Gundagai,Gundagai High School,157 Hanley St,,,GUNDAGAI,NSW,2722,-35.0577,148.1
NSW,Riverina,250,Gundagai South,Gundagai South Public School,43 Luke St,,,SOUTH GUNDAGAI,NSW,2722,-35.08078365,148.1030698
NSW,Riverina,250,Harden,Harden Mechanics Institute Hall,39-41 Neill St,,,HARDEN,NSW,2587,-34.553447,148.369201
NSW,Riverina,250,Illabo,Illabo Public School,11 Layton St,,,ILLABO,NSW,2590,-34.81399183,147.7407084
NSW,Riverina,250,Jugiong,Jugiong Memorial Hall,299 Riverside Dr,,,JUGIONG,NSW,2726,-34.82457473,148.3292352
NSW,Riverina,250,Junee,Athenium Theatre Junee ,89 Broadway St,,,JUNEE,NSW,2663,-34.86808107,147.5821783
NSW,Riverina,250,Junee East,Junee High School,52 Lydia St,,,JUNEE,NSW,2663,-34.86825914,147.5925815
NSW,Riverina,250,Koorawatha,Koorawatha Public School,19 Crowther St,,,KOORAWATHA,NSW,2807,-34.03406471,148.5607842
NSW,Riverina,250,Kooringal,Sturt Public School,62 White Ave,,,KOORINGAL,NSW,2650,-35.1367723,147.3773004
NSW,Riverina,250,Kooringal North,Generocity Church,194 Lake Albert Rd,,,KOORINGAL,NSW,2650,-35.1345279,147.3758338
NSW,Riverina,250,Ladysmith,Ladysmith Public School,1 Tywong St,,,LADYSMITH,NSW,2652,-35.2084636,147.5095605
NSW,Riverina,250,Lake Albert,Lake Albert Public School,120 Main St,,,LAKE ALBERT,NSW,2650,-35.17359443,147.3792781
NSW,Riverina,250,Lake Albert South,Mater Dei Primary School Lake Albert,63 Gregadoo Rd,,,LAKE ALBERT,NSW,2650,-35.17755106,147.3635519
NSW,Riverina,250,Lockhart,Lockhart Central School,80 Hebden St,,,LOCKHART,NSW,2656,-35.2223896,146.7138306
NSW,Riverina,250,Mangoplah,Mangoplah Community Hall,14 Kyeamba St,,,MANGOPLAH,NSW,2652,-35.37741641,147.2531588
NSW,Riverina,250,Marrar,Marrar Memorial Hall,5 See St,,,MARRAR,NSW,2652,-34.8265,147.35492
NSW,Riverina,250,Morongla Creek,Morongla Creek Mechanics Institute Hall,6150 Lachlan Valley Way,,,MORONGLA CREEK,NSW,2794,-34.042,148.729
NSW,Riverina,250,Mount Austin,Mount Austin Public School,150 Bourke St,,,MOUNT AUSTIN,NSW,2650,-35.13569657,147.3512242
NSW,Riverina,250,Murringo,Murringo Public School,91 Murringo Gap Rd,,,MURRINGO,NSW,2586,-34.6033,148.755
NSW,Riverina,250,Murrumburrah,Murrumburrah Public School,Albury St,,,MURRUMBURRAH,NSW,2587,-34.55185169,148.360131
NSW,Riverina,250,Nangus,Nangus Public Hall,2188-2204 Nangus Rd,,,NANGUS,NSW,2722,-35.05173,147.90186
NSW,Riverina,250,Parkes,Parkes Public School,77-87 Currajong St,,,PARKES,NSW,2870,-33.13229948,148.176367
NSW,Riverina,250,Parkes East,Parkes East Primary School,1-3 Thornbury St,,,PARKES,NSW,2870,-33.1354,148.19
NSW,Riverina,250,Parkes North,Parkes High School,2 Albert St,,,PARKES,NSW,2870,-33.13608984,148.1801263
NSW,Riverina,250,Parkes South,Middleton Public School,17-19 Medlyn St,,,PARKES,NSW,2870,-33.1478,148.173
NSW,Riverina,250,Parkes West,Assemblies of God Hall,7 Rees Ave,,,PARKES,NSW,2870,-33.13531352,148.1692585
NSW,Riverina,250,Peak Hill,Peak Hill Central School,132 Caswell St,,,PEAK HILL,NSW,2869,-32.728691,148.1922841
NSW,Riverina,250,Pleasant Hills,Pleasant Hills Public School,Cnr Rand St & Crawford St,,,PLEASANT HILLS,NSW,2658,-35.466735,146.799545
NSW,Riverina,250,Quandialla,Quandialla Public School,2 Third St,,,QUANDIALLA,NSW,2721,-34.0107,147.791
NSW,Riverina,250,Stockinbingal,Stockinbingal Public School,7 Dudauman St,,,STOCKINBINGAL,NSW,2725,-34.49711049,147.8830744
NSW,Riverina,250,Sydney (Riverina),,,,,,,,,
NSW,Riverina,250,Tallimba,,,,,,,,,
NSW,Riverina,250,Tarcutta,Tarcutta Memorial Hall,26 Sydney St,,,TARCUTTA,NSW,2652,-35.27659167,147.7368893
NSW,Riverina,250,Tatton,Lutheran Primary School Wagga Wagga,1-17 Tamar Dr,,,TATTON,NSW,2650,-35.154,147.363
NSW,Riverina,250,Temora,Temora Town Hall,131 De Boos St,,,TEMORA,NSW,2666,-34.4466,147.536
NSW,Riverina,250,Temora West,St Johns Lutheran Church Hall,114 Vesper St,,,TEMORA,NSW,2666,-34.447,147.524
NSW,Riverina,250,The Rock,The Rock Central School,6 Ford St,,,THE ROCK,NSW,2655,-35.2664558,147.1150405
